
2304 atoms

2 atom types

-29.094147 79.904364 xlo xhi
-34.161392 74.872029 ylo yhi
0.000000 170.303001 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms

312     1 2 0.0 40.044450 55.766310 22.479719
313     1 1 0.0 47.176793 50.245453 29.520346
314     1 1 0.0 50.618531 50.384792 30.833648
315     1 1 0.0 53.389165 44.872727 33.464928
316     1 1 0.0 53.438746 47.652616 30.627744
317     1 2 0.0 52.434618 44.975619 36.219979
318     1 2 0.0 52.817425 48.788012 28.496724
319     1 2 0.0 47.519651 48.757087 31.613239
320     1 2 0.0 52.984113 46.425237 31.659403
321     1 2 0.0 55.389211 46.760211 31.467890
322     1 2 0.0 47.173449 50.451871 28.056594
323     1 2 0.0 52.274539 48.724503 31.283527
324     1 2 0.0 48.748464 50.749764 29.578299
325     1 1 0.0 54.201110 43.565139 36.618926
326     1 1 0.0 57.560817 42.805309 37.932228
327     1 1 0.0 58.803884 36.762623 40.563508
328     1 1 0.0 59.574153 39.434125 37.726324
329     1 2 0.0 57.908868 37.110032 43.318559
330     1 2 0.0 59.269225 40.691974 35.595304
331     1 2 0.0 54.145418 42.038808 38.711819
332     1 2 0.0 58.816187 38.367055 38.757983
333     1 2 0.0 61.225707 38.065524 38.566470
334     1 2 0.0 54.251522 43.765334 35.155174
335     1 2 0.0 58.728485 40.771723 38.382107
336     1 2 0.0 55.849839 43.643704 36.676879
337     1 1 0.0 59.248141 35.288961 43.717506
338     1 1 0.0 62.294975 33.682170 45.030808
339     1 1 0.0 61.925064 27.524051 47.662088
340     1 1 0.0 63.363096 29.903610 44.824904
341     1 2 0.0 61.151075 28.092107 50.417139
342     1 2 0.0 63.395513 31.197485 42.693884
343     1 2 0.0 58.797725 33.829540 45.810399
344     1 2 0.0 62.353878 29.070167 45.856563
345     1 2 0.0 64.602263 28.152849 45.665050
346     1 2 0.0 59.348844 35.469179 42.253754
347     1 2 0.0 62.894074 31.415013 45.480687
348     1 2 0.0 60.860644 34.936383 43.775459
349     1 1 0.0 61.971108 25.985570 50.816086
350     1 1 0.0 64.495723 23.642220 52.129388
351     1 1 0.0 62.538250 17.791786 54.760668
352     1 1 0.0 64.545240 19.715905 51.923484
353     1 2 0.0 61.938468 18.541458 57.515719
354     1 2 0.0 64.912774 20.956906 49.792464
355     1 2 0.0 61.156915 24.693333 52.908979
356     1 2 0.0 63.354111 19.173353 52.955143
357     1 2 0.0 65.286877 17.703276 52.763630
358     1 2 0.0 62.115183 26.133428 49.352334
359     1 2 0.0 64.485089 21.297266 52.579267
360     1 2 0.0 63.436592 25.226075 50.874039
361     1 1 0.0 62.182918 16.294194 57.914666
362     1 1 0.0 64.011850 13.375294 59.227968
363     1 1 0.0 60.601312 8.234525 61.859248
364     1 1 0.0 63.039361 9.570998 59.022064
365     1 2 0.0 60.216948 9.114304 64.614299
366     1 2 0.0 63.716758 10.673856 56.891044
367     1 2 0.0 61.060892 15.257931 60.007559
368     1 2 0.0 61.748163 9.356616 60.053723
369     1 2 0.0 63.232510 7.434788 59.862210
370     1 2 0.0 62.360466 16.399532 56.450914
371     1 2 0.0 63.392214 11.113663 59.677847
372     1 2 0.0 63.400691 15.179965 57.972619
373     1 1 0.0 59.869018 6.880720 65.013246
374     1 1 0.0 60.876602 3.586825 66.326548
375     1 1 0.0 56.247335 -0.491062 68.957828
376     1 1 0.0 58.948926 0.165938 66.120644
377     1 2 0.0 56.104798 0.458375 71.712879
378     1 2 0.0 59.889644 1.054878 63.989624
379     1 2 0.0 58.516251 6.171630 67.106139
380     1 2 0.0 57.646377 0.294456 67.152303
381     1 2 0.0 58.580317 -1.947075 66.960790
382     1 2 0.0 60.067840 6.936301 63.549494
383     1 2 0.0 59.690539 1.563912 66.776427
384     1 2 0.0 60.755408 5.488315 65.071199
385     1 1 0.0 55.188394 -1.608060 72.111826
386     1 1 0.0 55.305401 -5.050629 73.425128
387     1 1 0.0 49.775477 -7.785445 76.056408
388     1 1 0.0 52.554986 -7.853060 73.219224
389     1 2 0.0 49.884560 -6.831585 78.811459
390     1 2 0.0 53.694389 -7.239118 71.088204
391     1 2 0.0 53.697835 -1.941255 74.204719
392     1 2 0.0 51.330583 -7.390473 74.250883
393     1 2 0.0 51.649946 -9.797694 74.059370
394     1 2 0.0 55.394829 -1.606056 70.648074
395     1 2 0.0 53.634403 -6.695831 73.875007
396     1 2 0.0 55.682498 -3.182970 72.169779
397     1 1 0.0 48.462649 -8.588890 79.210406
398     1 1 0.0 47.681038 -11.943596 80.523708
399     1 1 0.0 41.630414 -13.147434 83.154988
400     1 1 0.0 44.296863 -13.935019 80.317804
401     1 2 0.0 41.983623 -12.254690 85.910039
402     1 2 0.0 45.556664 -13.638258 78.186784
403     1 2 0.0 46.936712 -8.523296 81.303299
404     1 2 0.0 43.234733 -13.170146 81.349463
405     1 2 0.0 42.917576 -15.577659 81.157950
406     1 2 0.0 48.662513 -8.640599 77.746654
407     1 2 0.0 45.639919 -13.098047 80.973587
408     1 2 0.0 48.530516 -10.238093 79.268359
409     1 1 0.0 40.153902 -13.582121 86.308986
410     1 1 0.0 38.527378 -16.618466 87.622288
411     1 1 0.0 32.371788 -16.208610 90.253568
412     1 1 0.0 34.741967 -17.662051 87.416384
413     1 2 0.0 32.944853 -15.438323 93.008619
414     1 2 0.0 36.035605 -17.702861 85.285364
415     1 2 0.0 38.697433 -13.122245 88.401879
416     1 2 0.0 33.915089 -16.647446 88.448043
417     1 2 0.0 32.983203 -18.889833 88.256530
418     1 2 0.0 40.333462 -13.683991 84.845234
419     1 2 0.0 36.256381 -17.202843 88.072167
420     1 2 0.0 39.790870 -15.192303 86.366939
421     1 1 0.0 30.833041 -16.244672 93.407566
422     1 1 0.0 28.473360 -18.754031 94.720868
423     1 1 0.0 22.635749 -16.758644 97.352148
424     1 1 0.0 24.546807 -18.778075 94.514964
425     1 2 0.0 23.389297 -16.163738 100.107199
426     1 2 0.0 25.785397 -19.153652 92.383944
427     1 2 0.0 29.546113 -15.422113 95.500459
428     1 2 0.0 24.011994 -17.583451 95.546623
429     1 2 0.0 22.529409 -19.506638 95.355110
430     1 2 0.0 30.979960 -16.389704 91.943814
431     1 2 0.0 26.128525 -18.728184 95.170747
432     1 2 0.0 30.064053 -17.705198 93.465519
433     1 1 0.0 21.140495 -16.393603 100.506146
434     1 1 0.0 18.209790 -18.203559 101.819448
435     1 1 0.0 13.091256 -14.759742 104.450728
436     1 1 0.0 14.411883 -17.206409 101.613544
437     1 2 0.0 13.973510 -14.381093 107.205779
438     1 2 0.0 15.510324 -17.890948 99.482524
439     1 2 0.0 20.111532 -15.264877 102.599039
440     1 2 0.0 14.205883 -15.913849 102.645203
441     1 2 0.0 12.274465 -17.385696 102.453690
442     1 2 0.0 21.244678 -16.571831 99.042394
443     1 2 0.0 15.952227 -17.569263 102.269327
444     1 2 0.0 20.018388 -17.604122 100.564099
445     1 1 0.0 11.742230 -14.018680 107.604726
446     1 1 0.0 8.441867 -15.004873 108.918028
447     1 1 0.0 4.394100 -10.349247 111.549308
448     1 1 0.0 5.033559 -13.055043 108.712124
449     1 2 0.0 5.344442 -10.212872 114.304359
450     1 2 0.0 5.916377 -14.001509 106.581104
451     1 2 0.0 11.041932 -12.661341 109.697619
452     1 2 0.0 5.170525 -11.753356 109.743783
453     1 2 0.0 2.922981 -12.672734 109.552270
454     1 2 0.0 11.796520 -14.217858 106.140974
455     1 2 0.0 6.426693 -13.805710 109.367907
456     1 2 0.0 10.344104 -14.896017 107.662679
457     1 1 0.0 3.283995 -9.283082 114.703306
458     1 1 0.0 -0.159261 -9.377751 116.016608
459     1 1 0.0 -2.858142 -3.830201 118.647888
460     1 1 0.0 -2.943789 -6.609213 115.810704
461     1 2 0.0 -1.905010 -3.945471 121.402939
462     1 2 0.0 -2.337252 -7.752575 113.679684
463     1 2 0.0 2.960478 -7.790392 116.796199
464     1 2 0.0 -2.473267 -5.387837 116.842363
465     1 2 0.0 -4.882510 -5.691576 116.650850
466     1 2 0.0 3.284660 -9.489526 113.239554
467     1 2 0.0 -1.793587 -7.696115 116.466487
468     1 2 0.0 1.705913 -9.766957 114.761259
469     1 1 0.0 -3.653053 -2.512188 121.801886
470     1 1 0.0 -7.002618 -1.708829 123.115188
471     1 1 0.0 -8.167175 4.349477 125.746468
472     1 1 0.0 -8.972043 1.688194 122.909284
473     1 2 0.0 -7.276742 3.990484 128.501519
474     1 2 0.0 -8.683461 0.426495 120.778264
475     1 2 0.0 -3.577560 -0.986709 123.894779
476     1 2 0.0 -8.200295 2.745339 123.940943
477     1 2 0.0 -10.605700 3.078109 123.749430
478     1 2 0.0 -3.706057 -2.711712 120.338134
479     1 2 0.0 -8.143801 0.339736 123.565067
480     1 2 0.0 -5.302662 -2.569354 121.859839
481     1 1 0.0 -8.592274 5.828779 128.900466
482     1 1 0.0 -11.618002 7.474968 130.213768
483     1 1 0.0 -11.168220 13.627769 132.845048
484     1 1 0.0 -12.637006 11.267069 130.007864
485     1 2 0.0 -10.401666 13.049718 135.600099
486     1 2 0.0 -12.686208 9.973723 127.876844
487     1 2 0.0 -8.122959 7.282233 130.993359
488     1 2 0.0 -11.617059 12.087347 131.039523
489     1 2 0.0 -13.853352 13.033761 130.848010
490     1 2 0.0 -8.695306 5.649883 127.436714
491     1 2 0.0 -12.187634 9.749707 130.663647
492     1 2 0.0 -10.200066 6.202249 128.958419
493     1 1 0.0 -11.194298 15.166717 135.999046
494     1 1 0.0 -13.688295 17.542628 137.312348
495     1 1 0.0 -11.655077 23.367171 139.943628
496     1 1 0.0 -13.686864 21.469255 137.106444
497     1 2 0.0 -11.065073 22.609779 142.698679
498     1 2 0.0 -14.070468 20.233127 134.975424
499     1 2 0.0 -10.363407 16.448281 138.091939
500     1 2 0.0 -12.488796 21.996306 138.138103
501     1 2 0.0 -14.402324 23.491337 137.946590
502     1 2 0.0 -11.340280 15.020742 134.535294
503     1 2 0.0 -13.647236 19.887246 137.762227
504     1 2 0.0 -12.649804 15.945164 136.056999
505     1 1 0.0 -11.280343 24.860026 143.097626
506     1 1 0.0 -13.071248 27.802411 144.410928
507     1 1 0.0 -9.594295 32.898495 147.042208
508     1 1 0.0 -12.049479 31.593769 144.205024
509     1 2 0.0 -9.221378 32.013803 149.797259
510     1 2 0.0 -12.741129 30.499793 142.074004
511     1 2 0.0 -10.144965 25.881644 145.190519
512     1 2 0.0 -10.755609 31.791379 145.236683
513     1 2 0.0 -12.214895 33.732305 145.045170
514     1 2 0.0 -11.459243 24.757001 141.633874
515     1 2 0.0 -12.422319 30.055812 144.860807
516     1 2 0.0 -12.483556 25.989962 143.155579
517     1 1 0.0 -8.844497 34.242685 150.196206
518     1 1 0.0 -9.809257 37.549376 151.509508
519     1 1 0.0 -5.127468 41.566854 154.140788
520     1 1 0.0 -7.837356 40.944963 151.303604
521     1 2 0.0 -4.997262 40.615647 156.895839
522     1 2 0.0 -8.789530 40.068304 149.172584
523     1 2 0.0 -7.482643 34.934162 152.289099
524     1 2 0.0 -6.536585 40.799555 152.335263
525     1 2 0.0 -7.441362 43.053016 152.143750
526     1 2 0.0 -9.044023 34.189688 148.732454
527     1 2 0.0 -8.597046 39.556729 151.959387
528     1 2 0.0 -9.712745 35.646473 150.254159
529     1 1 0.0 -4.054124 42.670019 157.294786
530     1 1 0.0 -4.126452 46.113816 158.608088
531     1 1 0.0 1.438491 48.776649 161.239368
